google_place_url,business_name,business_website,business_phone,intl_phone,type,sub_types,full_address,latitude,longitude,rating,user_ratings_total,google_id
https://maps.google.com/?cid=7920065465014337082,Taxis Coop Québec,http://taxicoop-quebec.com/,(418) 525-5191,+1 418-525-5191,,"establishment,point_of_interest","496 2e Avenue, Québec, QC G1L 3B1, Canada",46.822525,-71.22820279999999,3.1,1417,ChIJn1qlmBOWuEwROr4EAJS56W0
https://maps.google.com/?cid=13696997013889699797,Taxi Laurier,http://taxilaurier.ca/,(418) 651-2727,+1 418-651-2727,,"car_rental,establishment,point_of_interest,taxi_stand","3164 Chem. des Quatre-Bourgeois, Québec, QC G1W 2K5, Canada",46.7683269,-71.30926339999999,3,435,ChIJTyu9oNaQuEwR1U973jaCFb4
https://maps.google.com/?cid=17682911598900484443,Taxi Coop Sainte-Foy Sillery,http://www.taxicoopstefoysillery.com/,(418) 653-7777,+1 418-653-7777,,"establishment,point_of_interest","2631 Bd du Versant N, Québec, QC G1V 1A3, Canada",46.7866595,-71.301,3,261,ChIJextf0vlXQCgRWxkZP2lSZvU
https://maps.google.com/?cid=15439799041400762562,Teo Taxi,https://teo.taxi/,(514) 836-0000,+1 514-836-0000,,"establishment,point_of_interest","2901 Rue Rachel E bureau 20, Montreal, QC H1W 4A4, Canada",45.541791,-73.562075,4.2,1541,ChIJndreKXwayUwRwvAbsmwvRdY
https://maps.google.com/?cid=15645782149822847537,Azul Taxi,http://azultaxi.com/,(418) 522-8123,+1 418-522-8123,,"establishment,point_of_interest","619 Rue de Nantes, Québec, QC G1X 1A3, Canada",46.7802758,-71.3213566,4.8,31,ChIJO82-04-XuEwRMZpWafj7INk
https://maps.google.com/?cid=17196013104339996158,Taxi Nomade,https://www.taxinomade.com/,(418) 476-6765,+1 418-476-6765,,"establishment,point_of_interest","3291 Ch Ste-Foy, Québec, QC G1X 3E1, Canada",46.7701737,-71.31847929999999,4.1,82,ChIJK_l-TiuRuEwR_s0lXc-CpO4
https://maps.google.com/?cid=7149164555844598395,Taxi Yallo Québec,https://taxiyallo.com/,(418) 624-9999,+1 418-624-9999,,"establishment,point_of_interest","320 Pierre-Bertrand Blvd #104, Québec City, QC G1M 2C8, Canada",46.8150006,-71.263558,4.5,41,ChIJaSYZpuyXuEwRezruH0nvNmM
https://maps.google.com/?cid=17700278096947185549,Alfred taxi,http://alfredtaxi.ca/,(418) 622-8622,+1 418-622-8622,,"establishment,point_of_interest","suite 215, 710 Rue Bouvier, Québec City, QC G2J 1C2, Canada",46.8346734,-71.2738097,4.1,61,ChIJz9iAMg2XuEwRjQcqKiYFpPU
https://maps.google.com/?cid=7611109488299621,Guimont Taximètre Inc,,(418) 525-9570,+1 418-525-9570,,"establishment,point_of_interest","597 Rue, Québec, QC G1J 2W6, Canada",46.8225233,-71.2219964,4.1,48,ChIJXUif7Q2WuEwRZY5lhUMKGwA
https://maps.google.com/?cid=4012654220128891008,Taxi SF,,,,,"establishment,point_of_interest","2793 Rue Laprade #2795, Québec, QC G1V 1C1, Canada",46.7807912,-71.3062594,5,2,ChIJD3RILACXuEwRgDBB1cDPrzc
https://maps.google.com/?cid=15640010706809728846,Taxi Coop Beauport,https://www.taxicoopbeauport.ca/,(418) 661-7711,+1 418-661-7711,,"establishment,point_of_interest","710 Rue Bouvier, Québec, QC G2J, Canada",46.8351338,-71.2724944,2.9,210,ChIJoWgWesy9uEwRTi-znt96DNk
https://maps.google.com/?cid=16885893835277874661,Taxi 4000 Inc.,https://www.taxilevis.ca/,(418) 833-4000,+1 418-833-4000,,"establishment,point_of_interest","158 Rue Wolfe, Lévis, QC G6V 3Z4, Canada",46.8148085,-71.180115,4.1,171,ChIJVVVVpamVuEwR5TWyVvq-Vuo
https://maps.google.com/?cid=13077972977662314017,Taxi Lévis 9000,http://www.taxi9000.ca/,(418) 833-9000,+1 418-833-9000,,"establishment,point_of_interest","5955 Rue Saint-Laurent #203, Lévis, QC G6V 3P5, Canada",46.8094764,-71.18686819999999,3.9,180,ChIJgcRbAamVuEwRIUa4EyJLfrU
https://maps.google.com/?cid=12507183834960382242,Taxi Lac-Beauport,https://www.taxilacbeauport.com/,(418) 446-7054,+1 418-446-7054,,"establishment,point_of_interest","20855 Boulevard Henri-Bourassa, Québec, QC G3B 2C5, Canada",46.9379094,-71.31719249999999,2.9,21,ChIJM0SCFXCkuEwRIklSl25xkq0
https://maps.google.com/?cid=7331033411789475143,Taxi Coop Montréal,https://www.taxi-coop.com/?utm_medium=referral&utm_source=gmb&utm_campaign=lnk-gmb,(514) 725-9885,+1 514-725-9885,,"establishment,point_of_interest","Ouvert jour et nuit, 3822 Rue Dandurand, Montréal, QC H1X 1P2, Canada",45.55706199999999,-73.57266849999999,3,1374,ChIJv-QLMgAcyUwRR0076gsQvWU
https://maps.google.com/?cid=818854919331503877,Taxi Alvin Tours,,(418) 271-2625,+1 418-271-2625,,"establishment,point_of_interest","1567 Boulevard Jean-Talon O #8, Québec, QC G1G 4K3, Canada",46.8668017,-71.2881434,3,4,ChIJlfixw4q9uEwRBd9V7TUoXQs
https://maps.google.com/?cid=11988473315721835546,Beauport Taxi suprême,https://636454d072977.site123.me/,(581) 979-1999,+1 581-979-1999,,"establishment,point_of_interest","3145 Rue St Georges Côté, Québec, QC G1E 3N4, Canada",46.8469074,-71.2068736,4,10,ChIJ0S3-r9y9uEwRGnTZhvacX6Y
https://maps.google.com/?cid=17582556393648490532,Taxi Accessible,http://www.taq.qc.ca/taqwebsite.htm,(418) 641-8294,+1 418-641-8294,,"establishment,point_of_interest","206 2e Rue, Québec, QC G1L 4Z1, Canada",46.820908,-71.2253544,2.6,14,ChIJsaOOkRKWuEwRJAixNuLJAfQ
https://maps.google.com/?cid=3149701489571424071,TAXI 99,https://www.taxi-99.com/,(418) 832-9999,+1 418-832-9999,,"establishment,point_of_interest","3357 Av. des Églises, Charny, QC G6X 1W5, Canada",46.7134799,-71.2714917,4,50,ChIJQRTkLyOSuEwRR2dsItH8tSs
https://maps.google.com/?cid=4164005193214678900,Taxi Charny,http://www.taxi-charny.com/,(418) 832-2000,+1 418-832-2000,,"establishment,point_of_interest","3124 Av. des Églises, Charny, QC G6X 1V7, Canada",46.710427,-71.275375,4.1,56,ChIJbwTlsyOSuEwRdFdxUKmEyTk
https://maps.google.com/?cid=8142988697783557448,Limousine A-1 Inc,https://www.limousinequebec.com/,(418) 523-5059,+1 418-523-5059,,"establishment,point_of_interest","160 Bd des Cèdres, Québec, QC G1L 1M9, Canada",46.8332274,-71.2492687,4.5,26,ChIJEzIt1jGWuEwRSN1oxRO1AXE
https://maps.google.com/?cid=6507169288059926616,Taxi Coop de la Mauricie,http://taxiscoopmauricie.com/,(819) 378-5444,+1 819-378-5444,,"establishment,point_of_interest","395 Rue Barkoff, Trois-Rivières, QC G8T 2A5, Canada",46.37364729999999,-72.5546686,3.1,558,ChIJmR78Q7bIx0wRWLgktP0bTlo
https://maps.google.com/?cid=3224801105214978402,Taxi Lévis,http://www.taxi-levis.ca/,(418) 833-0030,+1 418-833-0030,,"establishment,point_of_interest","1200 Boulevard Alphonse-Desjardins C.P 46032, Lévis, QC G6V 8S3, Canada",46.7963976,-71.1711047,3.8,80,ChIJwc3Mc7-VuEwRYjmg-4TLwCw
https://maps.google.com/?cid=13883244414859094932,Limo Group Quebec,https://limoquebec.com/,(418) 847-9190,+1 418-847-9190,,"establishment,point_of_interest","1240 Bd Charest O suite 105, Québec City, QC G1N 2E3, Canada",46.8009157,-71.2553946,4.8,71,ChIJ4WvIwL-YuEwRlCuaHT0xq8A
https://maps.google.com/?cid=12146673161686687556,D2S Limousine,http://www.d2slimousine.com/,(855) 418-5466,+1 855-418-5466,,"establishment,point_of_interest","2313 Bd du Versant N, Québec, QC G1N 4C2, Canada",46.79179329999999,-71.2863413,4.9,50,ChIJrTfs-j-XuEwRRB8bfeKmkag
https://maps.google.com/?cid=3536901098055511714,Airport Québec City,https://www.aeroportdequebec.com/en,,,,"airport,establishment,point_of_interest","Québec City, QC G2G 0C1, Canada",46.7915101,-71.3840247,4.6,435,ChIJ5z7gGsaZuEwRoq5JM8-YFTE
https://maps.google.com/?cid=1343982592918353863,Coop Taxi de l'Ouest,https://taxiwestisland.com/,(514) 636-6666,+1 514-636-6666,,"establishment,point_of_interest","570 Av. Marshall, Dorval, QC H9P 1C8, Canada",45.4510691,-73.7367584,3.9,459,ChIJp1rQfiYWyUwRx_c0KwzJphI
https://maps.google.com/?cid=8887952692014457880,Taxi Ste Foy et Rive Sud,,(418) 834-6666,+1 418-834-6666,,"establishment,point_of_interest","1160 R. de Courchevel, Saint-Romuald, QC G6W 0P2, Canada",46.7320214,-71.26472030000001,2.2,10,ChIJqb2g6fWTuEwRGKT_C-JZWHs
https://maps.google.com/?cid=10659603906291839279,TAXI Rafael Vega,,(581) 443-0713,+1 581-443-0713,,"establishment,point_of_interest","Rue de la Gare-du-Palais, Québec, QC G1K 8W4, Canada",46.8183254,-71.21372699999999,,,ChIJpx1u--2XuEwRLzHkmEaF7pM
https://maps.google.com/?cid=6609628177068698352,Taxi Van Lévis,,(418) 907-1313,+1 418-907-1313,,"establishment,point_of_interest","885 Rue Hypolite Bernier, Lévis, QC G6V 7M8, Canada",46.8165404,-71.14856309999999,5,5,ChIJHS605XmVuEwR8KqXx84duls
https://maps.google.com/?cid=15191229989814581130,Taxi Saint-Ro,,(418) 520-6000,+1 418-520-6000,,"establishment,point_of_interest","2040 Bd Guillaume-Couture CP 43080, Lévis, QC G6W 7N2, Canada",46.7525158,-71.2379037,3.5,13,ChIJKRjdDaCTuEwRircobDAX0tI
https://maps.google.com/?cid=5983814128210663683,Taxi Hochelaga Inc,https://teo.taxi/filiales/taxi-hochelaga,(514) 836-0000,+1 514-836-0000,,"establishment,point_of_interest","2901 Rue Rachel E bureau 20, Montreal, QC H1W 4A4, Canada",45.5418023,-73.56207979999999,3.2,463,ChIJQ9CTGX4eyUwRA9n1-T7HClM
https://maps.google.com/?cid=5588776830392680758,Bonjour Taxi - Grand Montréal,,(514) 545-6399,+1 514-545-6399,,"establishment,point_of_interest","4546 Rue Plinguet, Montréal, QC H1R 3H4, Canada",45.58227170000001,-73.6127315,4.4,130,ChIJxzkSF9QfyUwRNkF9qOpSj00
https://maps.google.com/?cid=5367021003611155923,Limousine Québec Inc.,https://limousinequebec.ca/,(581) 814-5464,+1 581-814-5464,,"establishment,point_of_interest","912 Grande Allée O, Québec, QC G1S 1C5, Canada",46.7946921,-71.2373822,4.8,43,ChIJvR9PV76XuEwR061Nxip9e0o
https://maps.google.com/?cid=16171087587189914182,Limousine Atmosphère,http://limousineatmosphere.com/,(418) 955-3459,+1 418-955-3459,,"establishment,point_of_interest","1095 Chem. de la Canardière, Québec, QC G1N 2M4, Canada",46.8310228,-71.2250537,4.1,73,ChIJc1ogjvSWuEwRRvougns-a-A
https://maps.google.com/?cid=8419433566402167487,Taxi Levis Independent,https://m.facebook.com/profile.php?id=1460763894224408&ref=bookmarks,(418) 833-6655,+1 418-833-6655,,"establishment,point_of_interest,taxi_stand","4977 Rue Saint-Georges, Lévis, QC G6W 1B9, Canada",46.7913654,-71.1879216,5,2,ChIJbUHPa02UuEwRv8JmdzjW13Q
https://maps.google.com/?cid=13515203282653665498,JALAL TAXIMÈTRE,,(581) 985-5566,+1 581-985-5566,,"establishment,point_of_interest","1296 Rue du Blé, Lévis, QC G6Y 0E7, Canada",46.8110185,-71.13980459999999,4.2,5,ChIJ1XTGf0CVuEwR2tjDacelj7s
https://maps.google.com/?cid=16170372173053690077,Taxi 9001,,(418) 952-9001,+1 418-952-9001,,"establishment,point_of_interest","1123 Rue du Brulis, Saint-Jean-Chrysostome, QC G6Z 2Z9, Canada",46.7081544,-71.2022032,2.9,16,ChIJl85MN1mTuEwR3QC6LNGzaOA
https://maps.google.com/?cid=9047314684302077015,1er arrêt d’autobus,,,,,"establishment,point_of_interest","2519 Bd des Capucins, Québec, QC G1J 3R8, Canada",46.82893809999999,-71.2250214,4,1,ChIJ7-DVMPmXuEwRVywAScWEjn0
https://maps.google.com/?cid=6729209726330417770,Québec City Jean Lesage International Airport,https://aeroportdequebec.com/fr,(418) 640-2700,+1 418-640-2700,,"airport,establishment,point_of_interest","505 Rue Principale, Québec, QC G2G 0J4, Canada",46.79086849999999,-71.3885945,4.2,1654,ChIJ8xZM2YWZuEwRajIH3Zf0Yl0
https://maps.google.com/?cid=2040517627057507307,Station - Taxi Coop,http://www.taxicoop-quebec.com/,(418) 525-5191,+1 418-525-5191,,"establishment,point_of_interest","94 Rue de Verdun, Québec, QC G1N 3N3, Canada",46.8085754,-71.2509243,2.4,111,ChIJc_0zKlyWuEwR64uvfvhfURw
https://maps.google.com/?cid=3177148230730064487,TAXI MONTRÉAL | CAB MONTREAL,https://www.allotaximontreal.online/,(438) 989-8080,+1 438-989-8080,,"establishment,point_of_interest","685 Rue Saint-Maurice, Montréal, QC H3C 1L4, Canada",45.4998421,-73.5591732,4.8,34,ChIJH_J9f7gbyUwRZyJti3t_Fyw
https://maps.google.com/?cid=16268909082824431920,Taxi Champlain,https://taxichamplain.com/,(514) 271-1111,+1 514-271-1111,,"establishment,point_of_interest","5775 Rue Saint-André, Montréal, QC H2S 2K2, Canada",45.5335849,-73.59557509999999,2.8,683,ChIJuafbGGQZyUwRMFngTJ3GxuE
https://maps.google.com/?cid=9191517103277619514,Atlas Taxi,http://www.atlastaxi.qc.ca/,(514) 485-8585,+1 514-485-8585,,"establishment,point_of_interest","2194 Av. Regent, Montréal, QC H4A 2R1, Canada",45.46791109999999,-73.6151057,3.2,644,ChIJZX0QPrcQyUwROjnKTxvUjn8
https://maps.google.com/?cid=6395325369408520073,Taxi Montréal Pro,,(514) 565-4808,+1 514-565-4808,,"establishment,point_of_interest","6330 R. Drolet, Montréal, QC H2S 2S7, Canada",45.5324996,-73.6044437,4.8,22,ChIJ5URn6dEZyUwRiX-jIorCwFg
https://maps.google.com/?cid=16118812146299650085,Taxi service Montreal,https://www.taximontrealxpress.com/,(438) 448-5378,+1 438-448-5378,,"establishment,point_of_interest","3592 Rue Saint-Germain, Montréal, QC H1W 2V5, Canada",45.5453058,-73.5595664,4.7,13,ChIJu2SQLLQbyUwRJUBx9T6Gsd8
https://maps.google.com/?cid=14972262518809528050,Taxi Montreal / Service 24H/24,https://alliancetaxicab.com/,(438) 388-0762,+1 438-388-0762,,"establishment,point_of_interest","906 Rue Agnès, Montréal, QC H4C 1B7, Canada",45.4801564,-73.5875046,4.2,5,ChIJRaIz6_MbyUwR8oaJNW8pyM8
https://maps.google.com/?cid=6706268061219631666,Taxi Downtown,,(514) 565-6052,+1 514-565-6052,,"establishment,point_of_interest","1750 Rue Sanguinet, Montréal, QC H2X 3G3, Canada",45.51417499999999,-73.564623,4.3,11,ChIJl1HwyWEbyUwRMjKLNUVzEV0
https://maps.google.com/?cid=6689083652266902173,Taxi Leo,https://leo-taxi.ca/,(514) 665-6455,+1 514-665-6455,,"establishment,point_of_interest","4000 Maisonneuve Blvd W, Westmount, QC H3Z 3M5, Canada",45.48882270000001,-73.5863509,4.8,50,ChIJFdkiRR5Uu0kRncI9NiRm1Fw
https://maps.google.com/?cid=13855048069774172611,Service Taxi Mtl,https://taxiverdunmontreal.online/,(514) 552-4883,+1 514-552-4883,,"establishment,point_of_interest","200 Rue de Gaspé, Verdun, QC H3E 1E6, Canada",45.4526334,-73.5466577,4.4,19,ChIJed1mdAARyUwRw-HZ8M8ER8A
https://maps.google.com/?cid=1536433694001012318,Hypra Taxi,https://hypra.ca/,(514) 312-3003,+1 514-312-3003,,"establishment,point_of_interest","571 Bd Lebeau, Montréal, QC H4N 1S7, Canada",45.5279073,-73.6625495,3.2,288,ChIJqUMqpAwZyUwRXh7f502CUhU
