google_place_url,business_name,business_website,business_phone,intl_phone,type,sub_types,full_address,latitude,longitude,rating,user_ratings_total,google_id
https://maps.google.com/?cid=12858657127187584222,Paramount Limousine Services Ltd.,http://www.calgarylimousine.com/,(403) 804-8916,+1 403-804-8916,,"establishment,point_of_interest","1804 Crowchild Trail NW, Calgary, AB T2M 0M5, Canada",51.0683841,-114.1166397,4.9,181,ChIJ1dYww4JvcVMR3pSPcocgc7I
https://maps.google.com/?cid=287453366884366640,Cascade Limousine Service,https://cascadelimo.com/,(403) 276-3505,+1 403-276-3505,,"establishment,point_of_interest","325 Skyview Ranch Rd NE, Calgary, AB T3N 0K8, Canada",51.1626668,-113.9530517,4.9,242,ChIJVVVpNdN6cVMRMPmhblA9_QM
https://maps.google.com/?cid=942727590733332702,A1 Limousine & Sedan Services,https://www.a1limoservice.ca/,(403) 399-2916,+1 403-399-2916,,"establishment,night_club,point_of_interest","205-1211 14 St SW, Calgary, AB T3C 1C4, Canada",51.04165,-114.095187,4.9,120,ChIJT3i3UZpjcVMR3sCevb89FQ0
https://maps.google.com/?cid=10314870195000363559,Global limos & black car services,http://www.globallimos.ca/,(780) 660-0171,+1 780-660-0171,,"accounting,establishment,finance,point_of_interest,travel_agency","9004 Yellowhead Trail NW, Edmonton, AB T5B 1G2, Canada",53.5820387,-113.480941,4.6,560,ChIJ7xzsNqwjoFMRJ8pCtcrHJY8
https://maps.google.com/?cid=7965329615573913163,AM PM Limo & Party Bus Calgary,https://www.ampmlimo.ca/,(403) 475-5555,+1 403-475-5555,,"establishment,point_of_interest","2359 78 Ave NE, Calgary, AB T2E 7H6, Canada",51.1226308,-114.003038,4.7,5071,ChIJ_coh4GxkcVMRS44uTxWJim4
https://maps.google.com/?cid=7119748685516562619,Edmonton Limos,https://edmontonlimos.com/,(780) 666-1601,+1 780-666-1601,,"establishment,point_of_interest","16645 114 Ave NW, Edmonton, AB T5M 3P9, Canada",53.5627311,-113.6088749,4.9,68,ChIJsbUYSjohoFMRu-BEGrVtzmI
https://maps.google.com/?cid=391202027436617860,Premium Private Limousine,https://www.premiumlimousine.ca/,(403) 585-4349,+1 403-585-4349,,"establishment,point_of_interest","36 Coverton Close NE, Calgary, AB T3K 4P3, Canada",51.1634325,-114.0409777,4.9,90,ChIJZT4l8MdncVMRhLDF2CvUbQU
https://maps.google.com/?cid=12465966348684630845,Alberta Limo Rental Calgary & Limousine Service,https://albertalimo.ca/,(403) 992-2280,+1 403-992-2280,,"establishment,point_of_interest","11 Tararidge Cir NE, Calgary, AB T3J 3E6, Canada",51.1114386,-113.9441472,5,14,ChIJDzViQBoWomoRPRtSu1gCAK0
https://maps.google.com/?cid=9537096407968714027,Champagne Limos Ltd.,https://www.champagnelimos.ca/,(780) 803-7111,+1 780-803-7111,,"establishment,point_of_interest","7 Riel Dr, St. Albert, AB T5G 1B7, Canada",53.6282597,-113.6355034,4.8,63,ChIJnS82GBYjoFMRKw2hQaeSWoQ
https://maps.google.com/?cid=13794638954969738483,VIP Limousines,https://viplimousines.net/,(780) 695-4667,+1 780-695-4667,,"establishment,point_of_interest","17324 92 Ave NW, Edmonton, AB T5T 3C3, Canada",53.52747129999999,-113.6204049,4.9,60,ChIJR5wbYgAhoFMR86y82wpncL8
https://maps.google.com/?cid=7076349931594617645,Calgary City Limousine,https://calgarycitylimousine.com/,(587) 617-9200,+1 587-617-9200,,"establishment,point_of_interest","4852 50 Ave NE, Calgary, AB T3J 4L8, Canada",51.0986852,-113.9641865,5,42,ChIJbWGXX7RlcVMRLZMOS8U-NGI
https://maps.google.com/?cid=9229645653669099921,Distinct Limousines,http://www.distinctlimousines.com/,(780) 991-3066,+1 780-991-3066,,"establishment,point_of_interest","10630 124 St, Edmonton, AB T5N 1S3, Canada",53.550248,-113.536269,4.8,48,ChIJ33VKp3YgoFMRkbmsPdJJFoA
https://maps.google.com/?cid=7795948418641089685,Last Minute Limousine,https://www.lastminutelimousine.ca/,(780) 999-3639,+1 780-999-3639,,"establishment,point_of_interest","12525 127 St, Edmonton, AB T5L 1A3, Canada",53.5815539,-113.54098,4.5,128,ChIJ3yzibwshoFMRldReNMjFMGw
https://maps.google.com/?cid=2197573520467916838,Black Gold Limousine,http://www.blackgoldlimo.ca/,(780) 708-4321,+1 780-708-4321,,"establishment,point_of_interest","15397 117 Ave NW, Edmonton, AB T5M 3N8, Canada",53.5690226,-113.5867956,5,12,ChIJuVj9ZkUhoFMRJnhLP3lZfx4
https://maps.google.com/?cid=2076834807063195604,Royal Limo & Bus,https://www.royallimobus.com/,(403) 336-9908,+1 403-336-9908,,"establishment,point_of_interest","3D 82 St E, Okotoks, AB T1V 1M3, Canada",50.63475709999999,-113.8803998,5,22,ChIJx_K0UMGZcVMR1C8r5EBm0hw
https://maps.google.com/?cid=6135781937026055278,Rocky Mountain Limousine Company,https://rmlimo.ca/,(403) 688-2820,+1 403-688-2820,,"establishment,point_of_interest","107 Montane Rd, Canmore, AB T1W 1H4, Canada",51.08506029999999,-115.343139,5,21,ChIJa063CESg920RbjyytymtJlU
https://maps.google.com/?cid=9267460386627040322,Apex Limousine & Car Services,https://www.apexlimousine.ca/,(780) 466-0406,+1 780-466-0406,,"establishment,point_of_interest","5719 97 St NW, Edmonton, AB T6E 3H9, Canada",53.49324799999999,-113.478543,4.5,85,ChIJVVVVBf8YoFMRQrTo2h6inIA
https://maps.google.com/?cid=13537481210069852335,Fairview Limousine and Shuttle Services,https://fairviewlimo.ca/,(844) 525-3287,+1 844-525-3287,,"establishment,point_of_interest","210 Village Rd, Lake Louise, AB T0L 1E0, Canada",51.4286931,-116.1825589,4.9,436,ChIJ9anp8mFdd1MRryC9l2_L3rs
https://maps.google.com/?cid=1673490741766388153,Thrive Limousine,http://www.thrivelimos.com/,(403) 404-4333,+1 403-404-4333,,"establishment,point_of_interest","1231 15 Ave SW, Calgary, AB T2C 0X6, Canada",51.0391604,-114.090957,4.7,45,ChIJw9A_7OZvcVMRufnjjfZuORc
https://maps.google.com/?cid=5226917713020996513,Slice Limos,,(403) 431-5466,+1 403-431-5466,,"establishment,point_of_interest","126 Holmwood Ave NW, Calgary, AB T2K 2G8, Canada",51.0947126,-114.0825873,5,30,ChIJkdwXt27RKmwRoUvQcve9iUg
https://maps.google.com/?cid=4231033167142140902,Yellow Cab,https://edmtaxi.com/,(780) 462-3456,+1 780-462-3456,,"establishment,point_of_interest","10135 31 Ave NW #101, Edmonton, AB T6N 1C2, Canada",53.4625161,-113.4897983,2.9,1673,ChIJtSsEF9geoFMR5jtnoD-mtzo
https://maps.google.com/?cid=10400138460955623956,Sherwood Park Cabs - Flat Rate Cabs & Taxi,https://www.sherwoodparkcabs.ca/,(780) 469-4222,+1 780-469-4222,,"establishment,point_of_interest","1039 Allendale Cres, Sherwood Park, AB T8H 0P5, Canada",53.5614661,-113.2938176,4.9,1896,ChIJSeBXeTk9oFMRFEIj9NO2VJA
https://maps.google.com/?cid=3385970073481049659,Alberta Co-op Taxi Line Ltd.,http://www.co-optaxi.com/,(780) 425-2525,+1 780-425-2525,,"airport,car_rental,establishment,point_of_interest,taxi_stand","10538 114 St NW, Edmonton, AB T5H 3J7, Canada",53.54869,-113.5180509,2.5,1680,ChIJCwhEpjQioFMRO_bwmddh_S4
https://maps.google.com/?cid=8888437194302655048,Flat Ride Taxi Inc - Sherwood Park Taxi Service,https://sherwoodtaxi.ca/,(780) 803-0000,+1 780-803-0000,,"establishment,point_of_interest","2016 Sherwood Dr #12, Sherwood Park, AB T8A 3X3, Canada",53.5273935,-113.2942177,4.8,1349,ChIJAQCkHhgWoFMRSIrHBokSWns
https://maps.google.com/?cid=8067353708760202999,Prairie Cabs GP - Grande Prairie Taxi,https://www.prairiecabs.com/,(780) 532-1060,+1 780-532-1060,,"establishment,point_of_interest","10425 99 Ave, Grande Prairie, AB T8V 0S4, Canada",55.1694377,-118.8097643,4.8,993,ChIJY1lvDW-RkFMR9_4UmHT_9G8
https://maps.google.com/?cid=12442848771190839145,Calgary United Cabs,https://www.calgarycabs.ca/,(403) 777-1111,+1 403-777-1111,,"establishment,point_of_interest","5660 10 St NE Unit 8, Calgary, AB T2E 8W7, Canada",51.1040679,-114.0373655,3.5,1655,ChIJBehzZa1lcVMRaVe8SAjhraw
https://maps.google.com/?cid=945381540171417371,"Three Sister's Taxi (Canmore, Alberta)",,(403) 493-9990,+1 403-493-9990,,"establishment,point_of_interest","1080 Railway Ave #208, Canmore, AB T1W 1P4, Canada",51.0915472,-115.3559232,4.3,587,ChIJSZ5sZMfFcFMRGwchf4CrHg0
https://maps.google.com/?cid=2796177659822655114,Hello Taxi - Taxi Service in Grande Prairie,https://hellotaxi.ca/index.html,(780) 380-0055,+1 780-380-0055,,"establishment,point_of_interest","8930 111 St., Grande Prairie, AB T8W 2W3, Canada",55.1609104,-118.8305926,4.9,61,ChIJBX1MUEORkFMRisacTsQEziY
https://maps.google.com/?cid=13382251542227443625,Alberta Gold TAXI,http://www.albertagoldtaxi.ca/?utm_source=google&utm_medium=wix_google_business_profile&utm_campaign=7557664288980453226,(403) 341-7777,+1 403-341-7777,,"establishment,point_of_interest","4727 60 St, Red Deer, AB T4N 2N8, Canada",52.2809037,-113.8076628,3.1,301,ChIJcQRdJzVUdFMRqd9jHeBOt7k
https://maps.google.com/?cid=14704388678388565765,Delta Cab Ltd.,http://deltacab.ca/,(403) 278-9999,+1 403-278-9999,,"car_rental,establishment,point_of_interest","4655 54 Ave NE Unit 304, Calgary, AB T3J 3Z4, Canada",51.1020962,-113.9671303,4,409,ChIJY25UD4RkcVMRBUeghph7EMw
https://maps.google.com/?cid=8489832643178676,Associated Cabs,http://www.associatedcab.ca/,(403) 299-1111,+1 403-299-1111,,"establishment,point_of_interest","307 41 Ave NE, Calgary, AB T2E 2N4, Canada",51.0897742,-114.0570485,3.3,1658,ChIJDTKgAKBlcVMRtDDmMnUpHgA
https://maps.google.com/?cid=1281705306008164980,Flat Ride Taxi Fort Saskatchewan- Airport Taxi and Local Taxi Fort Sask Cabs,http://fortsaskatchewantaxi.ca/,(780) 753-0000,+1 780-753-0000,,"establishment,point_of_interest","9940 99 Ave Unit 232, Fort Saskatchewan, AB T8L 4G8, Canada",53.7077255,-113.2185399,4.8,309,ChIJ5cXfTOVHoFMRdJpZXy-IyRE
https://maps.google.com/?cid=1042239574711854449,Checker Cabs,https://www.thecheckergroup.com/,(403) 299-9999,+1 403-299-9999,,"establishment,point_of_interest","316 Meridian Rd SE, Calgary, AB T2A 1X2, Canada",51.0509472,-114.0003975,3,1520,ChIJR_QumNF6cVMRceWNBV_Hdg4
https://maps.google.com/?cid=2546860265079925499,Spruce Grove and Stony Plain Taxi,,(780) 962-8771,+1 780-962-8771,,"establishment,point_of_interest","323 McLeod Ave #205, Spruce Grove, AB T7X 3W8, Canada",53.5427878,-113.9009412,4.7,608,ChIJzUlVDl-On1MR-2ql0OpDWCM
https://maps.google.com/?cid=9362179563714497452,Apple Cabs G.P,http://applecabsgp.com/,(780) 380-1080,+1 780-380-1080,,"establishment,point_of_interest","9804 100 Ave. #104, Grande Prairie, AB T8V 0T8, Canada",55.1709492,-118.7888478,4.5,752,ChIJGakKYT-VkFMRrMuf0rUk7YE
https://maps.google.com/?cid=1519977599227724756,Super Taxi - Taxi Fort Saskatchewan | Taxi Fort Sask,http://supertaxiservice.ca/,(780) 964-0019,+1 780-964-0019,,"establishment,point_of_interest","9940 99 Ave #119, Fort Saskatchewan, AB T8L 4G8, Canada",53.7076243,-113.2185966,4.9,192,ChIJ3eOfHWdHoFMR1AOFxJILGBU
https://maps.google.com/?cid=11747115054002850665,BRIDGE CITY CABS LTD.,https://bridgecitycabs.com/,(587) 329-5577,+1 587-329-5577,,"establishment,point_of_interest","326F 10 St N, Lethbridge, AB T1H 2C7, Canada",49.7039151,-112.8328617,4.6,485,ChIJ6demmiXCFC4Ract7GeciBqM
https://maps.google.com/?cid=3779058319344609818,Red Deer City Taxi,https://reddeercitytaxi.com/,(587) 701-0090,+1 587-701-0090,,"establishment,point_of_interest","32 Shaw Cl, Red Deer, AB T4R 0L3, Canada",52.23574670000001,-113.7919717,5,74,ChIJH7g3iIprcqQRGioF5oTpcTQ
https://maps.google.com/?cid=7756110746963123785,Mango cabs G.P,http://mangocabsgp.com/,(780) 533-3366,+1 780-533-3366,,"establishment,point_of_interest","9804 100 Ave. Unit 200, Grande Prairie, AB T8V 0T8, Canada",55.1709492,-118.7888477,4.9,255,ChIJg_NtG2KRkFMRSZ5Td6E9o2s
https://maps.google.com/?cid=6288714435351916857,Flat Rate Cabs Sherwood Park Taxi - Astro Taxi Sherwood Park,http://www.sherwoodpark.cab/,(780) 467-2222,+1 780-467-2222,,"establishment,point_of_interest","12 Blackfoot Rd #5, Sherwood Park, AB T8A 4P4, Canada",53.5384454,-113.3236565,4.5,212,ChIJkRAztusXoFMRObEFvXUARlc
https://maps.google.com/?cid=4414673234879807697,My Taxi Co & Licensed Delivery,https://mytaxicompany.ca/,(780) 285-4403,+1 780-285-4403,,"establishment,point_of_interest","10007 103 Ave, High Level, AB T0H 1Z0, Canada",58.51605519999999,-117.137945,4.9,167,ChIJiwjlm2CDwFMR0YBvzOoRRD0
https://maps.google.com/?cid=15981543413112980561,94 Cabs,http://www.94cabs.com/,(403) 942-5694,+1 403-942-5694,,"establishment,point_of_interest","1075 36 St N Unit 10, Lethbridge, AB T1H 6L5, Canada",49.71524059999999,-112.7872133,4.4,896,ChIJzZ0IkAqHblMRUUQVdQ_Zyd0
https://maps.google.com/?cid=6416119596723141278,94 Cabs - Red Deer,https://94cabsreddeer.com/,(825) 221-1717,+1 825-221-1717,,"establishment,point_of_interest","7460 49 Ave Unit 8, Red Deer, AB T4P 1M2, Canada",52.30157089999999,-113.8113004,4.6,804,ChIJ4-EhDcFFNS4Rnvoad8eiClk
https://maps.google.com/?cid=10792764630572928449,Taxi on time - Airport Taxi & Local Taxi Fort Sask,https://taxiontime.ca/,(780) 919-2475,+1 780-919-2475,,"establishment,point_of_interest","9821 108 St unit 300_07, Fort Saskatchewan, AB T8L 2J2, Canada",53.7128054,-113.2039977,4.5,604,ChIJo6ly64w9oFMRwQ2zvT-ax5U
https://maps.google.com/?cid=4016865745405826840,Good Guy Cab Co.,https://www.goodguycabs.ca/,(403) 597-1692,+1 403-597-1692,,"establishment,point_of_interest","4606 Hwy 2A, Lacombe, AB T4L 1H3, Canada",52.4590906,-113.7366663,4.5,106,ChIJhZkDqSMFdVMRGFdZ-RzGvjc
